STATION,LOCAL_NUM,RIVER,LOCATION,EASTING,NORTHING,NGR,SQ_KM,HA,OPERATOR,OPENED,CLOSED,ALTITUDE,TYPE,BF_FLOW,SF_FLOW,SENSITIVITY,NHMP,NRFA_MEAN_FLOW,NRFA_PEAK_FLOW,FAR,FEH_POOLING,FEH_QMED,FEH_NEITHER,START_YEAR,END_YEAR,GDF_COMPLETENESS,MEAN_FLOW,MIN_FLOW,MAX_FLOW,Q95,Q70,Q50,Q10,BASE_FLOW_INDEX,SAAR6190,SAAR4170,PROPWET,SMDBAR,BFIHOST,FARL,HIGH_PERM_BED,MOD_PERM_BED,LOW_PERM_BED,HIGH_PERM_SUP,LOW_PERM_SUP,MIXED_PERM_SUP,MIN_ALT,ALT_10_PERCENTILE,ALT_50_PERCENTILE,ALT_90_PERCENTILE,MAX_ALT,WOODLAND,ARABLE_HORT,GRASS,MOUNTAIN_HEATH_BOG,URBAN,DPSBAR,QMED
21026,14986,Tima Water,Deephope,327800,613700,NT278213,31,21,SEPA-SE,01/01/1973,,232.2,VA,80,,29.5,NO,YES,NO,N,NO,NO,NO,1973,2014,95.07,1.413,0.013,51.16,0.082,0.317,0.619,3.47,0.26,1497,1817,0.72,,0.37,1,0,0,100,0,12.540342,47.12431,232.2,301,388.3,486.4,541.7,82.19929,0.3386,9.303443,7.691067,0,173,
21027,15022,Blackadder Water,Mouth Bridge,382600,653000,NT825655,159,21,SEPA-SE,01/01/1973,,56.6,VA,21,,15.5,NO,YES,YES,N,YES,YES,NO,1973,2014,99.99,1.851,0.116,78.56,0.274,0.612,1.047,3.738,0.49,775,807,0.41,,0.518,0.997,65.528354,15.688932,18.782714,2.755035,3.116684,82.479457,56.6,99.1,206,272.7,444.9,10.50083,28.2961,49.646798,10.438082,0.004,56.7,40.298
21028,,Menzion Burn,Menzion Farm,309200,623400,NT092234,5.7,21,LRWD,07/01/1948,31/12/1952,267,TP,,,,NO,YES,NO,N,NO,NO,NO,1948,1952,99.89,0.207,0.018,2.455,0.031,0.076,0.13,0.439,0.43,1468,1439,0.72,,0.39,1,0,0,100.000001,2.939206,0,24.02932,267,314,411.4,561.5,685,75.22424,0,12.892369,11.88341,0,258,
21029,,Tweed,Glenbreck,306300,621500,NT063215,34,21,LRWD,01/01/1964,,290,VA,110,,,NO,NO,YES,N,NO,YES,NO,,,,,,,,,,,,1532,1686,0.72,,0.353,1,,,,,,,290,,,,,,,,,,165.2,37.765
21030,14982,Megget Water,Henderland,323100,623100,NT231232,56.2,21,SEPA-SE,01/01/1968,06/05/2010,254,VA,76,,14.3,NO,YES,YES,S,YES,YES,NO,1968,2010,99.98,1.723,0.11,48.31,0.348,0.649,0.979,3.883,0.46,1671,1637,0.72,2.3,0.393,1,0,0,100,0,38.802806,33.638814,254,353.6,503.8,669.9,837.1,1.692951,0,37.253726,56.72492,0,226.8,77.673
21031,,Till,Etal,392500,639600,NT925093,648,21,EA-NDT,01/01/1956,31/12/1980,25.3,VA,76,,11.4,NO,YES,YES,N,YES,YES,NO,1956,1980,98.96,8.479,0,134.2,1.492,3.482,5.748,17.27,0.57,827,848,0.46,,0.504,0.992,0,20.183958,56.372107,14.467836,4.457047,39.086799,25.3,54.7,162.5,425.4,814.4,8.90269,28.2247,50.81398,10.8514,0.002,127.3,82.895
21032,21032,Glen,Kirknewton,391800,631000,NT918483,198.9,21,EA-NDT,01/01/1966,,54.3,FVVA,145,18,32,NO,YES,YES,N,YES,YES,NO,1966,2010,83.71,2.925,0.107,93.57,0.285,0.862,1.7,6.453,0.5,876,927,0.46,,0.456,0.986,0,0,98.370733,1.79237,4.066284,29.002979,54.3,106.4,243.3,467.9,814.4,6.65936,24.6922,54.738365,12.11025,0.001,193.9,44.45
21034,14983,Yarrow Water,Craig Douglas,329000,624400,NT289502,116,21,SEPA-SE,01/01/1975,,239,FL,145,35,,NO,YES,YES,S,YES,YES,NO,1968,2014,93.47,3.793,0.131,91.34,0.819,1.576,2.344,8.279,0.49,1554,1611,0.72,,0.39,0.847,0,0,100,0,35.550709,22.170114,239,296.6,465,601.2,837.1,6.77828,0.148666,34.667039,53.75866,0,222.9,38.503
21806,21038,Till,Heaton Mill,390000,642400,NT900424,655.74,21,EA-NDT,01/01/2002,,,US,,,,NO,NO,YES,,YES,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.602
22001,22001,Coquet,Morwick,423400,604500,NU234430,569.8,22,EA-NDT,01/11/1963,,5.2,FVVA,175,6,10,NO,YES,YES,N,YES,YES,NO,1963,2014,99.33,8.694,0.694,394,1.22,2.68,4.79,18.9,0.44,850,884,0.44,,0.393,0.993,0,52.09041,26.25726,3.710004,7.112627,47.988028,5.2,78.9,191.8,418.4,774.5,15.97833,17.81246,52.844146,12.38575,0.002,110.1,147.641
22002,,Coquet,Bygate,386900,608300,NT869410,59.5,22,EA-NDT,01/01/1957,31/12/1980,213,MIS,47,47,6,NO,YES,YES,N,NO,YES,NO,1957,1980,98.52,1.212,0.105,24.18,0.206,0.464,0.736,2.517,0.47,1020,1070,0.46,,0.413,1,0,0,99.834751,0,19.635648,5.448763,213,320.2,410.3,487.9,616.3,4.307475,0.012485,72.16996,23.510124,0,205.3,25.84
22003,22003,Usway Burn,Shillmoor,388700,607700,NT886650,21.4,22,EA-NDT,01/01/1952,,207,TP,,100,22,NO,YES,YES,N,YES,YES,NO,1957,2014,65.69,0.563,0.037,26.88,0.085,0.176,0.289,1.243,0.39,1056,1052,0.45,,0.302,1,0,0,100,0,51.701355,0,207,322.4,449.6,548.1,774.5,32.33106,0.080028,27.49519,40.0937,0,205,19.22
22004,,Aln,Hawkhill,421100,612900,NU211129,205,22,EA-NDT,01/01/1966,31/12/1980,13.9,VA,85,,19,NO,YES,YES,N,NO,YES,NO,1966,1980,98.19,2.423,0.296,90.65,0.462,0.799,1.22,4.715,0.45,758,754,0.45,,0.427,0.997,0,56.269927,2.772171,6.944392,2.439167,60.455286,13.9,64.7,123.8,222.5,341.9,16.85105,19.56143,54.50907,7.825554,0.006,80,63.23
22006,22006,Blyth,Hartford Bridge,424300,580000,NZ242938,269.4,22,EA-NDT,01/01/1966,,24.6,FVVA,190,36,36,NO,YES,YES,PE,YES,YES,NO,1966,2014,99.3,2.137,0.051,138,0.13,0.351,0.816,5.07,0.35,696,725,0.42,,0.333,0.99,0,72.397739,0,5.795524,1.423057,82.381994,24.6,57.7,109.9,184.4,265.3,6.95581,47.42339,41.867338,0.653279,0.009,31.9,52.546
22007,22007,Wansbeck,Mitford,417500,585800,NZ174588,287.3,22,EA-NDT,01/01/1968,,31.4,MIS,,35,7,NO,YES,YES,S,YES,YES,NO,1968,2014,99.97,3.267,0.1,225,0.234,0.615,1.33,7.35,0.37,793,847,0.45,,0.347,0.973,0,98.472429,0,4.475317,2.898289,78.379368,31.4,93.6,174.7,280.5,440,19.08737,21.585305,52.662327,5.814046,0,50.8,100.858
22008,,Alwin,Clennell,392500,606300,NT925063,27.7,22,EA-NDT,01/01/1969,06/04/1983,156.4,FV,,,22.5,NO,YES,NO,N,NO,NO,NO,1969,1983,100,0.573,0,30.63,0.078,0.188,0.323,1.262,0.49,1003,1001,0.45,,0.38,1,0,0,98.602507,0,22.68361,6.988057,156.4,266.9,392.8,517.2,614.9,57.30505,0.292933,29.760143,12.18418,0,244,
22009,22009,Coquet,Rothbury,406700,601600,NU067060,346,22,EA-NDT,01/01/1972,,70.7,VA,223,,10.6,NO,YES,YES,N,YES,YES,NO,1972,2014,99.99,5.844,0.439,284,0.859,1.905,3.446,12.13,0.48,905,951,0.45,,0.395,0.994,0,25.132365,43.88049,0.833326,11.727852,30.598653,70.7,132.1,275.7,450.4,774.5,16.61038,10.35009,55.983948,16.25493,0.002,140.7,133.004
22801,,Pont,Stamfordham,408200,571800,NZ082718,48.47,22,EA-NDT,,,,US,,,,NO,NO,YES,,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.062
23001,23001,Tyne,Bywell,403900,561700,NZ038586,2175.6,23,EA-NDT,01/01/1956,,14,VA,1471,,6,YES,YES,YES,S,YES,YES,NO,1956,2014,99.07,44.768,2.48,1117,5.93,14.8,25.34,101.4,0.38,1015,1082,0.51,,0.318,0.961,0.519232,94.676819,0.561399,1.808176,19.422544,49.323821,14,140.2,264.2,469.3,892.7,20.89826,5.632125,53.805595,17.53738,0.003,93.7,876.427
23002,23002,Derwent,Eddys Bridge,404100,550800,NZ041075,118,23,EA-NDT,01/01/1954,,181,FLB,,126,7.3,NO,YES,YES,S,YES,YES,NO,1954,2014,99.79,0.991,0.083,107,0.308,0.422,0.469,1.93,0.55,942,962,0.59,6.6,0.316,0.996,0,90.023395,0,0,19.791659,10.926451,181,241.2,359.9,494.7,563.2,10.33329,1.21755,42.70112,42.00231,0.001,96.9,48.41
23003,23003,North Tyne,Reaverhill,390600,573200,NY905557,1007.5,23,EA-NDT,01/01/1959,,64.9,VA,560,,7.2,NO,YES,YES,S,YES,YES,NO,1959,2014,99.44,21.847,0.956,456,2.823,7.111,13.34,49.4,0.39,1024,1079,0.5,,0.31,0.993,1.113511,89.235851,1.20394,0.445934,18.755401,55.841372,64.9,164.6,268.8,411.9,602.5,33.33246,3.188134,43.187421,18.23319,0.001,92.3,403.997
23004,23004,South Tyne,Haydon Bridge,385700,564700,NY856566,751.1,23,EA-NDT,01/01/1962,,59,VA,500,3,11,YES,YES,YES,N,YES,YES,NO,1962,2014,100,18.499,0.628,515,2.05,5.5,9.53,43.2,0.34,1148,1234,0.6,,0.298,0.989,0,100,0,2.098683,29.995532,33.438536,54.9,184.2,332.6,550.1,892.7,7.60573,2.027284,67.369197,21.47368,0.002,107.1,453.514
23005,23005,North Tyne,Tarset,377600,586100,NY776478,284.9,23,EA-NDT,01/01/1963,07/07/1987,117,FVVA,,,14.9,NO,YES,YES,S,YES,YES,NO,1963,1987,99.83,8.034,0.512,247,0.92,2.26,3.937,19,0.33,1231,1322,0.62,4.4,0.274,1,3.348033,83.329246,0,0.328118,36.908672,41.637846,117,194.8,319.7,459.9,602.5,52.46449,1.987634,14.296298,26.89431,0,108.9,220.569
23006,23006,South Tyne,Featherstone,367200,561100,NY672166,321.9,23,EA-NDT,01/01/1966,,131.7,CC,,500,12.1,NO,YES,YES,N,YES,YES,NO,1966,2014,99.32,10.701,0.623,249,1.315,3.2,5.437,26.1,0.32,1331,1464,0.64,4.7,0.27,0.995,0,100,0,1.041586,44.768004,20.699024,131.7,233.2,438.8,596.6,892.7,5.32708,0.770964,63.05559,30.16201,0.002,123.5,242.684
23007,23007,Derwent,Rowlands Gill,416800,558100,NZ168155,242.1,23,EA-NDT,01/11/1962,,26.2,CC,,,11,NO,YES,YES,P,YES,YES,NO,1962,2014,99.38,2.575,0.284,122,0.828,1.134,1.547,4.984,0.58,849,868,0.59,,0.335,0.908,0,55.713347,0,0,11.192756,33.973874,26.2,129.6,265.2,452.1,563.2,14.93484,10.451418,41.906135,25.95936,0.022,92,41.977
23008,23008,Rede,Rede Bridge,386800,583200,NY868378,343.8,23,EA-NDT,01/01/1968,,107.1,FVVA,65,27,12,NO,YES,YES,S,YES,YES,NO,1968,2014,99.01,5.929,0.001,214,0.615,1.33,2.55,14.5,0.32,941,1022,0.47,,0.322,0.978,0.519138,82.097996,3.532947,0.551497,13.503886,50.340153,107.1,179,274.4,415.1,576.5,19.58368,1.446998,59.163909,18.67622,0.001,94.3,138.043
23009,23009,South Tyne,Alston,371500,546500,NY715434,118.5,23,EA-NDT,01/01/1969,,264,USVA,,0.6,15,NO,YES,YES,N,NO,YES,NO,1969,2014,69.87,4.429,0.063,119,0.33,1.031,2.05,11.12,0.26,1523,1710,0.64,4.7,0.266,0.999,0,100,0,0,55.434897,5.407492,264,369.7,518.6,648.3,892.7,2.58172,0.027398,63.7147,33.19349,0.001,119,139.185
23010,,Tarset Burn,Greenhaugh,378900,587900,NY789228,96,23,EA-NDT,01/01/1970,31/12/1980,136,VA,74,,15.9,NO,YES,YES,N,NO,YES,NO,1970,1980,100,1.75,0.097,32.71,0.141,0.368,0.713,4.22,0.27,994,1063,0.56,6.2,0.305,1,0,100,0,0,16.309112,59.186615,136,208.4,297.1,396.7,503.4,31.5858,2.15821,40.182047,25.63433,0,85.2,63.975
23011,23011,Kielder Burn,Kielder,364400,594700,NY644429,58.8,23,EA-NDT,01/01/1970,,214,FVVA,46,9.1,18,NO,YES,YES,N,YES,YES,NO,1970,2014,97.59,1.883,0.121,53.5,0.27,0.557,0.908,4.48,0.32,1199,1401,0.59,4.5,0.273,1,4.798195,63.628454,0,0,51.658302,14.98916,214,280.2,419.2,516.6,601.2,31.37644,0.52287,8.582721,59.517921,0,136.6,65.776
23012,,East Allen,Wide Eals,380200,558300,NY802105,88,23,EA-NDT,01/01/1971,31/12/1980,148.6,VA,,,13.1,NO,YES,YES,N,NO,NO,YES,1971,1980,100,2.127,0.118,63.38,0.234,0.575,1.007,4.877,0.34,900,1152,0.59,,0.298,0.997,0,100,0,0,17.031611,30.325958,148.6,256.6,378.7,526,673,5.32135,1.145352,73.988588,18.30295,0.002,105.9,84.56
23013,,West Allen,Hindley Wrae,379100,558300,NY790785,75.1,23,EA-NDT,01/01/1971,31/12/1980,155.1,VA,,,22.4,NO,YES,YES,N,NO,YES,NO,1971,1980,100,1.635,0.022,37.77,0.06,0.323,0.709,4.089,0.27,1155,1253,0.63,,0.28,0.998,0,100,0,0,37.958569,31.026265,155.1,258.1,409.9,521.8,671.2,5.7614,0.194169,66.75897,26.21276,0,119.4,53.825
23014,,North Tyne,Kielder temporary,363100,593500,NY631935,27,23,EA-NDT,01/01/1960,31/10/1974,187,VA,,,25,NO,YES,NO,,NO,NO,NO,1960,1974,99.98,0.815,0.032,19.47,0.104,0.251,0.404,1.855,0.35,1228,1399,,,,,,,,,,,187,,,,,,,,,,,
23015,,North Tyne,Barrasford,392400,572100,NY924721,1043.8,23,EA-NDT,01/01/1939,31/12/1959,60,FLVA,830,9,,NO,YES,YES,SP,YES,YES,NO,1942,1959,88.26,17.234,1.303,430.2,2.095,4.474,7.731,40.49,0.3,1013,1373,0.5,,0.311,0.989,1.074648,89.611533,1.161921,0.43037,18.103247,56.812501,60,159.3,265.2,409.3,602.5,32.58913,3.507499,44.119263,17.62802,0.001,90.9,422.68
23016,23016,Ouse Burn,Crag Hall,425400,567500,NZ254096,55,23,EA-NDT,01/01/1976,,36,TP B,,4,35,NO,YES,NO,E,NO,NO,NO,1990,2014,99.48,0.325,0.003,18.5,0.029,0.071,0.13,0.718,0.29,668,678,0.33,,0.31,0.961,0,0,0,13.140272,0,85.582365,36,50.8,67.7,101.8,143.5,5.748942,33.615234,16.280154,1.254822,0.288,22,
23017,23017,Team,Team Valley,425000,558500,NZ249645,61.9,23,EA-NDT,01/01/1991,,9.2,USVA,31,,10,NO,YES,YES,E,YES,YES,NO,1991,2014,99.67,0.825,0.11,14.8,0.407,0.567,0.67,1.24,0.67,685,702,0.33,,0.371,0.995,0,0,0,0,0,71.632445,9.2,32.3,124,219.4,310.2,9.12955,26.707023,32.288218,2.790582,0.135,63.9,13.22
23018,23018,Ouse Burn,Woolsington,419400,569900,NZ193986,9,23,EA-NDT,01/01/1991,,63.4,FVUS,,2,10,NO,YES,YES,N,YES,YES,NO,1991,2014,99.58,0.071,0,5.08,0.003,0.013,0.028,0.139,0.31,669,695,0.45,,0.31,0.978,0,0,0,0,0,93.442828,63.4,72.1,86.5,115.8,143.5,1.312025,67.915049,17.96279,0.787214,0.097,30,2.558
23022,23022,North Tyne,Uglydub,371300,587600,NY712628,241.5,23,EA-NDT,01/01/1983,,135,FV,,80,8,NO,YES,NO,SR,NO,NO,NO,1982,2014,99.1,8.003,0.334,94.28,1.487,2.76,5.669,16.17,0.49,1262,1359,0.62,,0.27,0.788,3.901182,80.574965,0,0.382329,42.286606,35.484283,135,213.1,337,469.1,602.5,53.36609,1.385709,9.960015,30.42387,0.001,111,
23033,23033,Rede,Otterburn,386400,594400,NY864944,180.63,23,EA-NDT,,,,US,,,,NO,NO,YES,,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.147
24001,24001,Wear,Sunderland Bridge,426500,537700,NZ265203,657.8,24,EA-NDT,01/01/1957,,40.2,CB,613,,10,NO,YES,YES,SRGE,YES,YES,NO,1957,2014,98.91,11.308,0.903,354.4,1.905,3.417,5.904,25.79,0.42,932,969,0.47,,0.342,0.978,0.825746,57.954409,0,0.150828,11.732759,40.548855,40.2,116.1,285.6,514.4,745.3,8.42419,14.295221,53.356648,18.25791,0.019,97.8,186.152
24002,24002,Gaunless,Bishop Auckland,421400,530700,NZ214307,93,24,EA-NDT,01/10/1958,01/06/2004,64.8,C,63,65,39,NO,YES,NO,I,NO,NO,NO,1958,2004,70.52,0.93,0.032,24.3,0.158,0.348,0.532,1.93,0.5,729,789,0.42,,0.37,0.999,3.823775,2.266551,0,0,0.89665,82.147197,64.8,106.8,172.2,299.1,454,5.29375,28.804591,51.163818,3.718384,0.048,61,
24003,24003,Wear,Stanhope,398400,539000,NY983663,171.9,24,EA-NDT,01/01/1958,,202,CC,,180,14,NO,YES,YES,SE,YES,YES,NO,1958,2014,99.28,3.865,0.235,136,0.499,1.03,1.74,9.304,0.34,1280,1316,0.59,5.3,0.3,0.978,0,100,0,0.407397,29.392325,18.651692,202,326.3,472.2,615.4,745.3,3.72095,0.067759,72.30698,20.74131,0.002,132.2,124.544
24004,24004,Bedburn Beck,Bedburn,411800,532200,NZ117993,74.9,24,EA-NDT,01/01/1959,,109,CC,,70,13.6,NO,YES,YES,N,YES,YES,NO,1959,2014,99.68,1.242,0.063,34.3,0.148,0.373,0.689,2.8,0.46,894,950,0.59,,0.362,0.999,0,82.056576,0,0,8.101446,15.87188,109,194.6,322.1,431.5,532.6,25.61131,2.748643,30.5959,39.80641,0.001,109,25.206
24005,24005,Browney,Burnhall,425900,538700,NZ259043,178.5,24,EA-NDT,01/01/1954,,43.9,CB,,60,15,NO,YES,YES,GI,YES,YES,NO,1954,2014,98.35,1.644,0.115,67.1,0.242,0.551,0.898,3.46,0.49,743,752,0.41,8.4,0.331,0.999,0,0,0,0.542272,0,39.68955,43.9,104,197.8,288.2,377.9,12.11355,25.857462,53.03919,1.647085,0.031,77.5,37.85
24006,,Rookhope Burn,Eastgate,395300,539100,NY952833,36.5,24,EA-NDT,01/01/1957,31/12/1980,241,CC,,45,18.1,NO,YES,YES,E,YES,YES,NO,1957,1980,100,0.777,0.006,22.74,0.074,0.217,0.396,1.751,0.35,1127,1221,0.59,5.8,0.293,0.994,0,100,0,0,25.413659,10.169362,241,344.3,453.7,552.3,612.5,2.102393,0,72.989743,24.82593,0,119.4,24.62
24007,,Browney,Lanchester,416500,546200,NZ165054,44.6,24,EA-NDT,01/01/1968,31/12/1983,110,CC,,54,20,NO,YES,YES,N,YES,YES,NO,1968,1983,100,0.55,0.017,13.83,0.072,0.141,0.27,1.286,0.45,797,797,0.59,8,0.333,1,0,0,0,0,0,26.648703,110,168.5,255.6,324.7,377.9,12.87212,11.038851,71.889821,2.93211,0.001,75.4,10.981
24008,24008,Wear,Witton Park,417300,530900,NZ172830,455,24,EA-NDT,01/01/1972,,76.8,VA,,7,9.3,NO,YES,YES,SRP,YES,YES,NO,1972,2014,99.1,7.883,0.701,238,1.217,2.395,4.188,17.9,0.43,1036,1070,0.59,,0.338,0.97,0,83.721695,0,0.219081,16.860619,22.834602,76.8,182.9,360,550.2,745.3,9.32981,4.800594,57.68789,25.50481,0.004,114.5,212.946
24009,24009,Wear,Chester le Street,428300,551200,NZ283045,1008.3,24,EA-NDT,01/01/1977,,5.5,FV,314,,8.3,NO,YES,YES,RG,YES,YES,NO,1977,2014,99.78,15.032,2.25,338.7,3.134,5.255,8.151,33.39,0.47,855,884,0.4,,0.351,0.984,5.869135,38.119609,0,2.685684,7.717242,46.231831,5.5,88.5,212.7,472.4,745.3,9.08704,21.818836,48.288937,12.45818,0.031,87.7,248.069
24011,24011,Wear,Burnhope Reservoir,385600,539500,NY855843,20.5,24,EA-NDT,01/01/1991,,337.8,TP B,,,17,NO,YES,NO,S,NO,NO,NO,1992,2014,100,0.561,0.055,27.71,0.095,0.12,0.14,1.529,0.24,1576,1578,0.59,,0.24,0.847,0,99.999999,0,0,49.134309,23.908671,337.8,420.6,547.4,680,745.3,3.88161,0,51.746772,41.885,0,134,
25001,F3501,Tees,Broken Scar,425900,513700,NZ259231,818.4,25,EA-NDT,01/01/1956,,37.2,CC,,420,5.2,YES,YES,YES,SRP,YES,YES,NO,1956,2014,99.96,18.212,0.023,415.1,2.026,4.801,9.203,43.89,0.34,1141,1248,0.54,,0.354,0.945,7.667307,90.357613,0,2.497686,31.052704,51.394848,37.2,109.5,370.3,603.9,884.8,4.42612,12.95778,45.512815,33.87957,0.004,81.7,387.395
25002,,Tees,Dent Bank,393100,526000,NY931292,217.3,25,EA-NDT,01/01/1956,31/12/1974,227,CC,,440,,NO,YES,NO,R,NO,NO,NO,1956,1974,88.79,7.688,0.099,129.2,0.626,2.09,3.489,19.04,0.24,1578,1758,0.6,,0.28,0.933,0,100,0,1.052394,55.903356,21.979903,227,385.3,555.2,678.9,884.8,0.738508,0.068486,45.553522,50.78587,0,105,
25003,F3509,Trout Beck,Moor House,375800,533500,NY757823,11.4,25,EA-NDT,01/01/1957,,533,CC,,41.3,40,NO,YES,YES,N,YES,YES,NO,1957,2014,79.65,0.56,0.006,28,0.021,0.086,0.189,1.56,0.13,1902,2027,0.64,4.6,0.227,1,0,100,0,0,98.263118,0,533,574.4,650.1,755.4,841.7,0.327225,0,7.91885,90.75046,0,91.9,15.164
25004,F3702,Skerne,South Park,428400,512900,NZ283991,250.1,25,EA-NDT,01/01/1956,,34.1,CB,,51,10.3,NO,YES,YES,GEI,YES,YES,NO,1956,2014,94.02,1.599,0.196,42.76,0.372,0.662,0.912,3.252,0.5,644,682,0.32,10,0.4,0.977,85.109884,0.451213,9.120172,6.841074,4.275645,82.668334,34.1,57.7,95.7,142.2,219.2,5.06167,47.243796,29.345859,0.013358,0.091,34,22.525
25005,F3802,Leven,Leven Bridge,444400,512100,NZ444311,196.3,25,EA-NDT,01/01/1959,,5.2,CB,,70,23,NO,YES,YES,EN,YES,YES,NO,1959,2008,99.65,1.892,0.088,71.55,0.249,0.517,0.873,4.248,0.42,725,724,0.34,,0.381,0.994,4.117669,8.437128,87.445203,15.645486,0.732921,63.650257,5.2,62.8,91.9,256.3,453.2,13.10696,42.5748,32.923868,5.968249,0.014,75.9,43.54
25006,F3523,Greta,Rutherford Bridge,403400,512200,NZ033611,86.1,25,EA-NDT,01/01/1960,,223,CC,98,95,19.9,NO,YES,YES,N,YES,YES,NO,1960,2014,99.97,2.309,0.035,55.8,0.111,0.379,0.824,6.04,0.22,1128,1259,0.62,5,0.241,0.999,0,100,0,0,57.958397,34.389356,223,293.2,409.6,492.4,589.6,1.223906,0.74874,33.90354,62.0475,0.001,68.3,76.763
25007,,Clow Beck,Croft,428200,510100,NZ281861,78.2,25,EA-NDT,01/01/1961,30/06/1980,29.4,TP,,26.4,18.3,NO,YES,NO,I,NO,NO,NO,1961,1980,100,0.751,0.031,29.45,0.093,0.211,0.391,1.68,0.54,719,760,0.42,,0.5,0.983,17.982642,80.640697,1.376661,1.066505,0,96.979146,29.4,71.9,129,191.2,464.4,3.641087,57.8926,29.790115,3.087811,0.007,37,
25008,F3504,Tees,Barnard Castle,404600,516600,NZ046321,509.2,25,EA-NDT,01/01/1966,,133,CC,,625,3.9,NO,YES,YES,SRI,YES,YES,NO,1966,2014,84.59,14.074,1.808,318.9,3.82,5.47,7.921,31.1,0.44,777,1424,0.6,,0.321,0.912,0,99.567151,0,1.648927,41.464226,35.772241,133,252.2,448.7,641.2,884.8,2.6339,0.813937,48.850421,44.49017,0.003,99,262.48
25009,F3606,Tees,Low Moor,436400,510500,NZ364421,1264,25,EA-NDT,01/01/1969,,12.2,FVVA,,20,9.5,NO,YES,YES,SRPGEI,YES,YES,NO,1969,2014,98.3,20.17,1.57,486,3.04,5.98,10.64,46.2,0.38,969,1048,0.4,,0.374,0.958,28.488082,65.680369,3.567528,3.576019,21.552924,63.174937,12.2,56.2,211.6,567.3,884.8,4.746271,26.160119,39.758674,22.86503,0.022,65.8,410.179
25011,F3589,Langdon Beck,Langdon,385200,530900,NY852153,13,25,EA-NDT,01/01/1969,31/12/1983,373,FV,,6,40,NO,YES,YES,N,YES,YES,NO,1969,2014,61.51,0.418,0.009,10.75,0.021,0.066,0.142,1.164,0.19,1462,1457,0.59,5.2,0.237,1,0,99.999999,0,0,68.258796,31.741204,373,436.9,545.1,638.4,701.1,0.605824,0,51.709994,46.785235,0.001,123.4,15.878
25012,F3581,Harwood Beck,Harwood,385000,530900,NY849783,25.1,25,EA-NDT,01/01/1970,,374,FVVA,,17.5,25,NO,YES,YES,N,YES,YES,NO,1969,2014,99.99,0.998,0.03,28.8,0.067,0.207,0.409,2.65,0.24,1578,1735,0.59,4.9,0.261,1,0,100,0,0,33.661173,46.230793,374,424.2,538.5,640.3,712.5,0.193227,0,76.741545,22.58718,0,121,33.265
25018,F3505,Tees,Middleton in Teesdale,394900,525000,NY948812,242.1,25,EA-NDT,01/01/1971,,211.2,FVVA,360,14,6.1,NO,YES,YES,SR,YES,YES,NO,1971,2014,99.01,9.011,0.882,206.7,2.28,3.702,5.072,19.39,0.42,1533,1702,0.6,,0.283,0.939,0,100,0,1.407018,52.840299,23.495407,211.2,367.8,545.1,674,884.8,1.071764,0.074271,48.499595,47.55473,0.001,109.2,214.93
25019,F3808,Leven,Easby,458500,508700,NZ584660,14.8,25,EA-NDT,01/01/1971,,101.3,FV,16,12.9,25,NO,YES,YES,N,YES,YES,NO,1971,2014,86.08,0.195,0.033,7.37,0.048,0.084,0.122,0.368,0.58,831,858,0.38,,0.525,1,0,28.732017,71.267983,18.163869,0,5.451285,101.3,153.2,207.3,285.1,333.3,21.28755,12.79243,42.98988,18.0189,0.004,128,5.539
25020,F3705,Skerne,Preston le Skerne,429200,523800,NZ292123,147,25,EA-NDT,01/01/1972,,67.5,VA,40,,28.9,NO,YES,YES,E,YES,YES,NO,1972,2014,99.2,0.891,0.027,23.31,0.11,0.263,0.401,1.97,0.41,654,695,0.32,,0.437,0.977,91.417451,0.289948,0.472299,7.464288,4.668668,79.431326,67.5,79.6,106.7,148.3,219.2,5.235242,51.961211,29.063959,0.019644,0.049,36,15.207
25021,F3707,Skerne,Bradbury,431800,528500,NZ318182,70.1,25,EA-NDT,01/01/1973,,72.4,VA,8,,20.5,NO,YES,YES,SPGE,YES,YES,NO,1973,2014,99.38,0.413,0.018,16.3,0.059,0.135,0.197,0.87,0.44,662,692,0.32,,0.471,0.961,93.716091,0,0.948087,11.02613,0,76.57495,72.4,87.7,111,144.2,185,5.137381,54.1745,26.98617,0,0.046,40.2,5.813
25022,,Balder,Balderhead Reservoir,393100,518200,NY931182,20.4,25,EA-NDT,01/01/1971,31/12/1980,284.4,CC,,,,NO,YES,NO,SRP,NO,NO,NO,1974,1980,89.41,0.625,0,7.757,0,0,0.168,1.729,0.23,1172,678,0.62,,0.24,0.768,0,100.000001,0,0,68.406142,18.564234,284.4,346.4,425.4,480,560.2,0.308057,0,28.554494,64.02839,0,73,
25023,F3507,Tees,Cow Green Reservoir,381400,528800,NY813942,58.2,25,EA-NDT,01/01/1971,,465.4,FV,,21.5,14,NO,YES,NO,SR,NO,NO,NO,1971,2014,84,2.966,0.205,31.7,0.482,1.63,2.56,5.791,0.61,1801,1995,0.63,,0.23,0.776,0,100,0,0,63.599414,1.136094,465.4,511.7,599.3,720,884.8,0.064174,0,33.173651,59.72875,0,89,
